Id,Score,Text
239,5,a very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertastebr br in the  years we have been drinking ahmad teas not even once have we been disappointed the superb quality of ahmad teas has remained consistent throughout the yearsbr br i am so happy to find ahmad teas available here thanks amazon because only a few stores carry it in my area and they are quite a few miles away the current deal for the pack of  is superb much cheaper than i can find locallybr br this is a great tasting tea which i am happy to recommend
240,5,fresha great way to get a little chocolate in my life without a million calories they taste just like chocolate pudding
241,5,if you like the ceylon tea variety you will certainly enjoy and appreciate this teabr br i am so happy to find ahmad teas available here thanks amazon and very surprised at the negative review from  because in the  years we have been drinking ahmad teas not even once have we been disappointed the superb quality of ahmad teas has remained consistent throughout the yearsbr br the current deal for the pack of  is very good cheaper than i can find locallybr br highly recommendedbr br note this listings description is confusing each packet of tea weighs  grams which equals  pounds or  ounces
242,5,ive been enjoying this tea for years  this tea is good mornings afternoons or evenings  my local store went out of buisinessthanks amazon  i use a bodum tea press to prepare a pot
243,5,hi i have to have black tea everyday i have done it in the past  years and its a habit of mine ahmad tea is one of my favorite brands and i highly recommend it if you like black tea i think this is going to remain my favorite for the next  years or so 
244,4,i have tried it out despite the other review and i found that this is exactly the same tea i buy in either russian or italian groceries
245,4,ahmad tea is an excellent looseleaf tea eith hot or for making iced tea great flavor with no lingering aftertaste
246,2,ive been drinking this tea for the past  or  years usually buying a box or two when visiting large metropolitan areas where many middleeastern stores carry loose ahmad teas usually at  for a pound box  ive always considered it an unremarkable but robust tea with enough aroma and taste and beautiful reddish color perhaps not good enough a tea to drink on its own but a decent base for mixesbr this tea however is nothing of the sort freshly opened package has almost no characteristic tea smell and the brewed tea is weak flat and tasteless  somehow it just does not seem to be the same product anymore so you get a lot of tea for the money but the quality is such that you might as well drink lipton bags they are not that much worse
247,5,i love love love this deal  its way fun to pick from so many teas and chocolates and ciders as well as many coffees the other outfits that assemble samplers are boring  they do the choosing and from a much narrower range the sellers here are very nice also and will answer questions via email about the slightly confusing ordering method its easy if you want great packaging forget it  they ship fast and the kups are just tossed loose in a box who cares
248,5,once youve tried some random sampler packs and now are overloaded with decafsextra bolds or teas this is a great way to get exactly the brands or style that you want  received the order in a couple of days and was exactly what i ordered  this was my second order and ill be ordering this item again
249,5,good products and fast shipping equals a happy me a little pricey but you can hand pick a few good flavorsa few i cant find anywhere else so def worth the price
250,5,if used on a daily basis you will keep your gums healty and between your teeth clean and free of plack
251,5,wow  this product is very impressive i bought the oz blueberry and was pleased with packaging price and shipping  the powder dissolves instantly  even in water  ive just been mixing a  tsp in a small glass of water for now and drinking it down and it tastes great but will add it to my smoothies and juiced fruit juices next this product is so economical compared to purchasing fresh blueberries especially because there is no waste due to mold or overripe berries thrown away  i think you could add this to baked or unbaked foods as well  im excited to add more of the superfoods to my diet in this fast and easy way i definitely will being trying the other flavors soon
252,3,the pork chops from omaha steaks were very tasty but at the same time exceptionally dry pork is usually dry meat but these were to the extreme possibly shipping them frozen and keeping them frozen was partly the problem
253,1,five minutes in one tentacle was bitten off ball inside cracked in half not durable enough to be a dog toy disappointed  so is the dog 
254,4,i am chemical sensitive as well as sugarfree i have been using this product for over a year i use it maybe once a week at the most i drink  the bottle and then boost my energy after an hour or two depending on how i feel imo this doesnt replace my am coffee but is sweet in the early afternoon when i start to fade once in a while i drink a full bottle before a workout ive been drinking guayaki yerba mate teas for years compared to the many toxic energy boosters out there i highly recommend this this product is clean and doesnt leave nasty chems behind in the body try it before you judge from a review  everyones body reacts differently
255,1,i felt energized within five minutes but it lasted for about  minutes i paid  for this drink i could have just drunk a cup of coffee and saved my money
256,2,yes its probably healthier than hour energy or starbucks shots but if youre looking to avoid a caffeine overload this is still not for you most energy drinks cannot be made w out a high dosage of caffeine i believe the caffeine content of  guayaki shot is  ml  probably lower than other unhealthy energy shot drinks but i believe most other people avoid the top brands bc they contain too much caffeine andor sugar if you do not react well to caffeine guayaki is not a good buy either i definitely feel an energy boost w  full guayaki shot but not w out all the other caffeine side effects  irritability nervousness moodswings caffeine overdose is why i stopped drinking coffee but it looks even organic energy drinks are still not safebr br now youre not sensitive to caffeine then its a great buy its not loaded w sugar the taste is easy and pleasant its not loaded w a bunch of chemicals like hour shots or starbucks drinks and the energy boost lasts for about  to  hours takes about  to  minutes to kick in but all this probably depends on your bodyweightbr br side note  if you want to feel energized during the day have a protein drink first thing in the morning and stay away for heavy fattening foods during the day that will make you feel sluggish and sleepy
257,5,these nature valley nut lovers variety pack was perfect although i wasnt sure about the peanut butter bar it was excellent i loved the roasted almond roasted pecan and the peanut butterbr br i will definately buy from this seller again quick shipping and very fresh
258,1,i so wish i would have read this review before purchasing two gallons of this oil for my health issues it reeks like a chemical rubber smell this smell is coming from the black rubber gasket in the lid when i called to report the situation to the company sabrina told me i would have to pay to send them a sample to have tested by a lab unbelievable good customer service would indicate that they would pay for the product to be returned and give me a full refund including shipping the product is faulty period i will never order anything from this company again and do not recommend it to anyone based on this horrible customer service and lack of responsibility and ownership
259,2,this product has a strong aftertaste of crayola crayonsbr br i am in the process of trying different brands of coconut oils for cooking purposes  upon opening the plastic container the aroma of crayons immediately fills the room and this flavor permeates the food that is cooked in itbr br i suspect the source of the problem is the plastic used in the plastic container as i have not experienced this with any of the other brands purchasedbr br to date my favorite coconut oil is distributed by barleans  the flavor is fantastic  however they do not supply a gallonsized tuband dr mercola has the best product in that size category
260,5,had this shipped to my sister who follows a glutenfree eating plan and she reports that it is very versatile and easier than grinding almonds for a crispy crust on chicken and fish filets also uses it in place of bread crumbs in meatloaf and meatballs  stays moist when added in place of wheat flour in baking too good product good value
261,5,these are healthy and my mixed llasa tibetan terrier adores them and they are healthy and his breath doesnt smell and his teeth are in good shape because of such products a great healthy product
262,5,a great healthy chew for my  wk old beagle rio he loves the taste and it sure beats my arm
263,5,i really enjoy this product i had such a hard time finding it affordable in the store once i found it i look no further its the only sugar i use  thanks so much
264,3,i have used and liked sugar in the raw for many years after being introduced to it in a starbucks my most recent purchase however was disappointing the sugar was lighter in color and had a crystal size maybe th of the regular size having large crystals was something i always really liked about sugar in the raw it enhanced the quality of mixed drinks and of lattes i called their hotline to complain and was told that they had had a problem with their recent sugar crop and that the result was less molasses in the sugar they have had many complaints of a similar nature this they claimed also reduced the crystal size they said this problem should go away with their newer crop the representative said that the newcrop sugar will have a  digit date code without any spaces that ends with a  and no letters the trailing digits are a date code using the julian calendar my recent badpurchase had a space after the initial sequence of numbers and then ended with a a bottom line their current product is not much better than much cheaper products when they get a better crop ill go back to purchasing sugar in the raw
265,5,sugar in the rawtm please harvest cane wo burningbr to be delivered to hcsbr dear sugar in the raw folksbr br we who buy your product care about the environment and wed like to know that you care too when you burn the cane fields on maui it adds to the co and worsens climate change and the smoke from your burning is damaging the lungs of your workers your workers children and the residents of mauibr br we love your product and want you to change to noburn harvesting so we can continue to buy it knowing we arent contributing to global warming and lung diseasebr br 
266,5,love this sugar  i also get muscavado sugar and they are both great to use in place of regular white sugar recommend
267,5,product is exactly as advertised  what a savings  at least half the retail price easy to store because of the individual packaging
268,1,i used to buy this sugar for years i do not eat much sugar but still this sugar is called turbinado sugar but is misleading i picked this brand just because it says real turbinado sugar and other brands in the local food store that their sugar is brown because it is colored with caramel or somethingbr br how did i find out i needed just a sweet water few days ago i put this sugar in the raw in the glass the water became brown and on the bottom of the glass i got just pure white sugar crystals what a shame on the producer u can try to put this sugar in your mouth and after few seconds you will spit out pure white crystals as wellbr br im just wondering if the consumers can hold the company liable for such a practice
269,4,its just sugar in the raw its flavor profile is much better then white sugar and its suppose to be better for you or something i just wish the bags were resealable
270,4,this is a delicious sugar it has a pretty light brown color and delicious aroma but the granules are quite big however  bigger than plain refined sugar this makes is difficult to cream butter and sugar together but if you use it in a recipe where you will melt the sugar first before baking it or if you use it to brew beer and plan to boil it to melt it it is a great product it would be the perfect sugar if only the granules were a bit finer
271,4,i only use raw sugar it did seem a little smaller than the normal crystals but it is still good will buy again
272,5,this sugar is very good  use this in your coffee cereal etc for a week and youll never go back to white sugar white sugar will taste terrible  plus from what ive read this raw sugar contains a lot of minerals that are missing in our dietsbr br the product was delivered fast and wellpackaged  my only complaint is the price  i wish i could find raw sugar cheaper  i would be happy to buy in bulk but this is the cheapest i have found
273,3,i thought this was a great buy but as noted by scott d the molasses content was not up to par  i loved the higher molasses content sugar in the raw  unfortunately what i purchased recently does not have the higher molasses content and i have twelve  ounce bags  i guess ill watch for the next crop
274,5,i really love this sugar and pricewise its much cheaper to buy it here on amazon compared to anywhere else
275,5,love this sugar it tastes so much better and isnt as overly sweet tasting as regular sugar weve used it in quite a few baking items and they always turn out very good the price that amazon has this set at is very good to and makes it easy to use this for everyday stuff
276,4,cant say anything bad about sugar in the raw  i like it better than the other natural sugars better consistency and  i know it doesnt matter  but better color unfortunately one of the natural paper bags got torn a bit in the box  it didnt look like the box was damaged so i cant tell how it happened but it was sort of pain to clean up half a bag that spilled all over the inside of the box and our kitchen when i opened it  not sure what the solution is and id order it again but if it happens again id switch to one of the brands that ship in an unnatural plastic bag
277,5,great service items arrived faster than expected very efficient will use this seller again i highly recommend this seller thank you for the excellent service
278,5,please ignore the onestar comments if you check the bag the main ingredient is in fact whole grain brown rice and the second is rice flower with anything that is gluten free you have to add another binder which is where the corn flour comes in for someone who has celiac disease and cannot have sunchips because they contain wheat a key binder to any chip cookie or cereal this is an excellent product my spouse and i buy these a lot because they are gluten free and absolutely delicious
279,5,best flavor ever  im addicted  they are all good but these are by far the best  i could live on these  and there is no need for anymore to say
280,5,so many healthy products dont taste very good  or taste good when you first try them and then go downhill  ive had these chips on more than one occasion and they are very tasty  ive served them to guests twice and both times they wanted to know what they were and where to get them its also nice to have something glutenfree for friends who are borderline diabeticbut i would eat them anyway
281,5,i found these crisps at our local walmart  figured i would give them a try they were so yummy i may never go back to regular chips not that i was a big chip fan anyway the only problem is i can eat the entire bag in one sitting i give these crisps a big thumbs up
282,5,this is one of the best tasting crisps i have ever eaten i only buy it on special occassions because i know ill eat the whole bag
283,1,i paid  for a  ounce pkg of these at lunch today i bought them because brown rice is a good carb  as soon as i tasted one and it tasted like a corn chip i checked the ingredients  the name is deceptive  these have masa corn flour listed in the ingredients and it overwhelms the taste  i wont buy these again  i can get sunchips for less money and similar taste
284,5,i use the rotel mild and i love this product so muchit saves me on a daily basis  if youre trying to cook lower fat healthier foods and in a hurry this stuff makes it so much easier  ever notice that some canned tomatos have a weird tin can taste when you make spagehetti sauce or whatever  for some reason this product doesnt have that  it tastes so good you can just dump it in with a can of beans heat and eatbr br or add some chili powder and now you have chili soup  i also make indian dishes with this and spicey spaghetti sauce  i also prefer this to most canned salsas so it works for things like quesadillas if you drain the liquid offbr br none of my local grocery stores carry it at all nor do they carry anything like it  so i have to pay amazons inflated price to order this by the case  i dont like that im paying a higher price but i love love love the product
285,5,the price on this product certainly raises my attention on compairing amazon price with the local stores i can get a can of this rotel at my local kroger for  dissapointing
286,3,howdy yallbr br the actual product is very good  id rate the item a  on its own however its only one dollar at the local grocery and   twenty eight dollars per twelve pack  these are running almost two and a half dollars eachbr br as i said too expensive sigh  i was really hoping to get them at something approaching the local costbr br take carebr lee
287,3,nothing wrong with the product but i sure had to mix it with lots of other ingredients to make it edible to me in texas i was called a babymouth  not into very spicyhot foodsbr br for comparison im comfortable with tostitos medium chunky salsa  can of this milder rotel mixed with  slightly larger cans of diced tomatoes was still way too hot for me to use as salsa for chips i used some of this to make a sort of southwestern cornbread that was good though
288,5,this is a fantastic product and i wish it was readily available in most stores its taste is not the greatest but its a  oz shot and its gone in a second it tastes more or less like a concentrated sweet tea for the record ive had  hour energy and that tastes far worse i will put up the taste for the results its got mg of caffeine which is the equivalent of the big red bulls and monsters i cant stand sucralose and sugar substitutes and this is one of the only shot sized energy drinks that has only sugar in it the sugar is at g which isnt horrible i used to drink  oz red bulls a day for the caffeine and this gives me far better energy and is much more subtle my preference is black coffee but i cant drink  cups a day anymore overall steaz does it right real organic ingredients in moderate amounts and they create big results
289,5,i have to get up really early to work out before work and i get super tired by the middle of the afternoon i was drinking one  hour energy usually extra strength each day it worked well but gave me a jittery feeling almost headachy but not quite my husband got me to try this and i was skeptical but for me it works as well if not better than the  hour energy and doesnt give me that jittery almostheadache feelingbr br i dont mind the tasteit reminds me of the inside of a fig newton mmm and the price is ok on amazon anyway at my grocery store they were almost  each yikebr br and its organicso i can feel good about it right its all about me feeling good
290,5,i bought these for my husband and he said they are the best energy shots out there he takes one in the mornings and works hard all day good stuff
291,3,i am a energy junkie and im not sure if this works or not but what i do know is that the taste is not the greatest i do drink the steaz energy drink and i think i get the same results i like this products because it is  more natural then the others
292,5,if you want an organic energy shot your choices are this one from steaz and the assorted flavors from guayaki guayaki yerba mate is actually in the steaz energy shot and energy drinks and they both use sambazon acai so there are some similarities in ingredientsbr br great energy burst for  hours on a steaz energy shot and no withdrawals or headaches afterwards plan on drinking one every day at lunch at work this will help me cut down on my iced coffees which are not helping my calorie intakebr br already ordering packs on subscribe and save  per month great value
293,5,i was looking for a natural energy shot that works and i found it steaz energy shot is my favoritebr br i recently had gastric bypass surgery so tons of sugar is a nono and im also allergic to sucralose splenda so most other energy drinks are outbr br i tried bazi energy shots and they didnt work as well as steaz and definitely didnt taste as well these have a taste thats almost like cocacolanot bad at allbr br if youre looking for natural energy give these a try
294,5,i had tried both of the guayaki energy shots and i dont like the taste of either of them this one has more natural caffeine and tastes much better i like them cold for sure my husband and i take these on road trips in a little cooler with ice and waters and we dont have to make stops for coffee especially on the turnpikes where its just way too expensive its worth the  per shot we normally split them im really sensitive to caffeine even the natural kind so i get a little weird if i drink the whole thing but thats the same for coffee too for me my husband drinks the whole shot and gets a nice wake up boost i would recommend these over any of the sinthetic shots out there you can feel good about putting this in your body ill be ordering again soon for sure 
295,3,i purchased it because it was on sale in terms of the energy it provides it works but the taste leaves something to be desired i tried mixing it with some water to make it more drinkable
296,5,ive been feeling extremely tired around the late afternoon as a software engineer this is entirely unacceptable so i asked the nice lady at the counter of my local whole foods market for something that will give me that extra energy i need to get through the daybr br she excitedly returned with a suspicious little green bottle over three hours after drinking whatever that was my brain is still working at unnatural speeds to summarize my experiences i believe this worksbr br she did explain that i needed to drink plenty of water with it which i personally feel helped the energy level so if youre feeling tired during the day and hate coffee give this a shot  preferably before you eat anythingbr br woot
297,4,the energy shot truly does work it had a terrible aftertaste at first but now that i know what to expect i am getting used to it i always have some water handy as a chaserwhich helps i am so glad to have found something that gives me the energy i need without all the chemicals found in other beverages its helped me kick my addiction to diet coke and other aspartamelaced caffeinated beverages yay
298,5,ive tried hour energy red rain nos and other energy shots  this is my favorite in terms of taste and effect  plus its somewhat reassuring to know that natural ingredients are used  sometimes i wonder what im really putting into my body with some of the other brands  i purchase a box about once every  months for the past  years
299,5,if youre looking for an energy boost without artificial sweeteners and other chemicals this is a great option  the taste is decent and it is a nice smooth uplift without jitters
300,5,i first found steaz berry energy shots at a local organic market i bought two bottles which cost just under three dollars each i fell in love instantly the drink is delicious  i can taste the yerba mate and the acai juice like a slightly bitter fruity chocolate honey tea i am very sensitive to sucralose splenda which is in so many energy drinks these days i also hate the taste i love that steaz has actual sugar and no artificial sweeteners the rush it gives me is slow and even i have several medical conditions including fibromyalgia which saps me of energy and causes intense pain i like how steaz helps clear away the fatigue and fog so i can get things done no caffeine jitters even though there are  mg of caffeine in each bottlebr it was becoming expensive for me to buy the bottles separately at stores so i started looking online for a bulk price i am so thrilled to have found the pack of  on amazon i signed up for amazon prime specifically for this product hah
301,5,i have tried other energy shots and this one is the only one that really makes me feel good and energized without any other sides effects at all its also the best taste others taste like medicine this one has a tea fresh taste i love it
302,5,i drive otrover the road truck and this helps to keep me alert it has no sugar high  no crash im on a autoship which i like the price is very good ive seen it over  bucks in the store
303,5,products takes pretty good and it doesnt leave you gittery  with subscibe and save as well as prime membership i pay below   a shot  my wife tried them and now she drinks them like they are going out of style  i moderate mine and they make for more effective use before weight training  i recommend this product to anyone who is looking for a healthier alternative to high sugar and unnatural products that are everywhere that still gives you the results of an awesome energy drink
304,5,i use this product daily and it provides a steady stream of energy  i do not get jittery or crash  it also helps me practice portion control because it acts as a slight appetite suppressant
305,5,ive been buying and drinking this for over a year now and the energy boost is excellent with a continuous hour effect the most recent shipments seem to have improved the flavor slightly as well or perhaps im getting more used to it i dont drink it for the flavor but its not as heinous as the fake flavors found in the other nonorganic energy shots
306,1,this is the first time ive really been misled by other reviews on amazon i like hr energy i find rain ok and so i thought id try this product based on the reviews boy am i sorry i gagged getting one bottle down even with my nose pinched really and it leaves the worst medicinal taste in your mouth afterwards  tic tacs at once did not get rid of it but worst of all within an hour i was yawning and drowsy unless you really like things that taste of a weird teaflavored cough syrup and dont work dont buy this i dont know what to do with the other  bottles big fail
307,4,i loved this mold  i wished i could have used it for more than one occasion but it didnt last  i did use it to make  suckers for my daughters first birthday but there was going to be no way that the mold could be salvaged after that  i would have liked to have kept to use on other occasions but for the price it didnt matter to me that much  it served its main purpose 
308,5,you have to try the vanilla tootsie rolls  the regular chocolate ones are good but these are the best ever
309,5,try this you might like it i did and i am quite addicted it is too easy to prepare it tastes great and it absorbs the flavors you cook it with the price is really good and well worth the purchase if you like this type of couscous like i do then give this one a tryit can be eaten hot room temp or in a cold salad with a variety of greens and other flavors it takes on the other flavors very well when mixed i cooked the couscous with a broth and oilive oil for added flavor and it rocked my taste buds big time i will be back for more
310,5,this tricolor couscous is really goodfull of flavor and fun to eat  i love the texture  i cook in chicken broth and add some minced garlic and chopped herbs parsley cilantro along with some red pepper flakes  at the end of cooking i add some olive oil and this makes a wonderful side dishhighly recommend
311,5,i tried to find israeli couscous in a number of upsacale grocery stores and no luck  so i decided to try good ole amazoncom and selected this product  it is so goodadd a few herbs and its a great side dish or add more and make a pasta type saladso very good  i am hooked  great flavor and so easy to prepare
312,1,the package came with the label torn off and no cooking instructions i know how i normally cook couscous so tried  cup water to  cup couscousbrought to a boil and let sit covered for min it was mushy and tastelesswe have thrown out the rest of the container
313,1,i wouldnt even think of buying this product unless i know the price per unit how can i compare other items online or in a store
314,5,i love ordering whole bean coffee on amazon  i like this so much that this my first product review  i have to say that im usually not a big fan of flavored coffee but i thought i would give it a try  when my husband started grinding it up i could smell it throughout the house  sometimes with flavored coffees the smell is there but the taste isnt  however not with this one  im now going to order another flavor from this company and will give it a try
315,5,i love this coffee i do wish it came already ground as i dont have a grinder and use a blender instead but its worth it many flavored coffees ive tried only seem to have a flavored odor that doesnt reach the coffee but this one manages both
316,5,this brand of coffee has been available in my local stores for some time  ive believe the company is local  ive been drinking it for quite some time and have not tired of it  im particularly fond of the turtle sundae but all the flavors are good  i cant say that ive had a bad onebr br as it turns out its less expensive to order it from amazon and have it show up at my front door than it is for me to run out to the local walmart to get it  its a no brainer  try it if you like rich flavored coffee youll like it
317,5,it is hot i love it tasty and a little sweet i usually scoff at salsas labeled as hot but this one lives up to its billing
318,5,i consume about a jar every two weeks of this either adding it to fajitas or using it as a corn chip dip  it is hot but after awhile the medium salsa suprema was too mild for me i thought maybe id cut down how much i ate by going to the hot salsa ranchera  its hot enough that people who arent used to it will say thats hotbr br flavor bright and forward  the similarly hot salsa victoria is a duller taste to me i guess earthy  this salsa is much brighter in the mouth  i dont like to go hotter than this because the sauces ive tried lose any resemblance to yummy salsa and just taste hot this happens to me with tabasco sauce for examplebr br a drawback is la victoria doesnt make a larger bottle of salsa ranchera nor salsa victoria nor do they sell them in  or sams club  to get a good deal you have to watch for sales
319,5,service was great but i meant to buy swiss chalet chicken sauce not the marinade br br love the sauce  have yet to try the marinade
320,5,use frequently as we like to do asian dishes at least once a week  love this product  fast shipping as usual  would buy again
321,5,these individually wrapped pieces are delicious although i wish there were a few more mildly sweet with no sugarfree aftertaste even a traditional marzipanaholic should enjoy these
322,5,put this in my husbands stocking for christmas and it was a hit
323,3,i was amazed at how quickly it arrived  it is a cute stocking stuffer but only ok as far as user appeal  you get what you pay for
324,3,toy was typical quality i expected  i got taken for a major ride on the shipping
325,1,so we cancelled the order  it was cancelled without any problem  that is a positive note
326,5,i love the convenience of the singles the best creamer aroundtaste is just like the big bottle i can stick them in my purse and take them to work
327,5,these creamers come in  packs of  i have taken one to work and opened one for home so far and havent found a single broken or leaking creamer yet i usually have way too much cream and sugar in my coffee but with these it is easy for me to cut down on the sweetness because i wont allow myself more than  creamers per cup i think this is definitely the best option for buying creamers from amazon since all the other listings have a lot of complaints about creamers breaking in shipping
328,4,even though we are international delight fans we were not completely dissapointed by this product we had no problem with the shipment but the creamer itself is thinner than international delight other than that we are happy d
329,5,besides the obvious convenience and portability of the individual creamers i liked this item specifically because of packaging i couldnt believe how many reviews i read about coffee creamer cups but many of the amazon creamer options both coffeemate and international delight had multiple negative reviews due to the shipment arriving with broken cups thanks to sloppy packagingbr br that was not an issue here the shipment arrived in four dispensing boxes of  each as shown in the photo those boxes were tightly packed in a thick cardboard box which could take a good beating before damaging the inner boxes thus none of my cups were broken no waste and no sloppy drippy mess plus the four boxes means i could put one in the kitchen one in the bathroom we moved our mini keurig there when we upgraded the kitchen keurig  best idea my husband ever had and one at work with a reserve for whichever runs out firstbr br if you are looking for these mini creamers but deterred like i was by the negative packaging reviews on other options this is your best bet as a bonus the auto delivery price is very reasonable
330,5,this seller is very nice  and the price is very good  the only reason i stop ording is bacause i went to sugar free and at that time he did not have it  but for those of you that dont have to watch there fat in take i would get this product from them
331,5,i purchased these coffee mate singles to use at work along with the coffee tea bags  theyre great because they dont require refrigeration
332,1,i received the items in a timely manner upon receipt i removed a pack to consume the poptart was stale and left an awful taste in my mouth
333,5,i found these new spring poptarts and bought them on a whim  my kids and i were amazed and delighted at the fun colorful amazingly detailed artwork on these poptarts  fantastic for after school snacks lunch boxes and school treats tie with a ribbon for a bright thinking of you this spring gift  the only challenge is finding more in stores  way to go kelloggs  fantastic product
334,5,yes i am having a cup right now  i went all over town looking for this coffee after been invited to a non profit organization to a banquet and besides the delicious food they top it off with this amazing delicious coffee  i paid and extra  bucks to get it right way and it is worth the money highly recommend
335,1,taste like it is stale  will not order this again  i had this coffee at a th year annerversery at a reception hall and had to have it  this stuff tasted nothing like the douwe egberts at the hall  this is possibly stale coffee
336,1,serveice delivery with the seller was excellent the product was not will not order again bad taste iam not sure if it was old or that how it tastes i throw it right away i coudl not drink it
337,5,this is honestly the best seasoning salt in all the land  it tightens up any dish not spicy just perfectly seasoned  its perfect hence my purchase of this  oz mamma jamma
338,5,the order arrived as advertised i have had only a few chances to use it but it is awesome the flavor is exactly what i hoped for it may take me a while to finish the entire gallon but i will definnantly order again
339,5,i like a lot of sesame oil and use it in salads regularly  great quality flavor and aroma  cant beat that its organic
340,5,bought a set of two when my son was about  months and we started taking them with us whenever we went out to eat  i cut up cantaloupe apple banana even used sweet potatoes a few times just whatever i could get at the restaurant and it would keep my son busy long enough that i could actually eat  its great because i didnt have to be overly worried about him choking on big chunks and he got to try out new foods  i wouldnt hesitate to buy this again
341,4,i have a slightly different version of this  different brand  my son started using it around six months and he really enjoys it  he does get messy if he eats something sticky or juicy like banana or watermelon but whatever  anyway i also had trouble cleaning it until i tried scrubbing it with a nail or vegetable brush  that works pretty well  it takes some time but not as much as it would take to run food through a food mill or blender or cut it up then clean it up off him the chair the floor the dog me well you get the picture
342,5,what a great idea my daughter love itbr i dont think is difficult to wash i mean is not like just toss water and thats it but come onbr absolutely recommend it
343,3,this product is impossible to wash and actually get cleaned  i couldnt get the food pieces out to save my life i tried scrubbing them out and even washed it in the dishwasher as it suggests
344,5,i loved this product for fruits and other food that i didnt want my new baby to choke on  i also used it to put ice in when my baby was teething it worked great for this as well as for the food i didnt like bananas in it thoughimpossible to get clean
345,3,i love love love the idea of this product and my little one loves loves loves to use it  she gets fresh fruit and other tasty things and i dont have to worry about her choking  the only drawback is that bits of food get stuck in the mesh and the seams and are impossible to get out  granted some foods are more difficult than others and some dont cause that much of a problem  bananas however have pretty much destroyed a couple of them  while i love this product i think that next time i will get the one that has the removable and replaceable mesh bags
346,3,the munchkin fresh food feeder is an okay product its kind of like sucking on food through a cloth while my daughter was interested in it for a little while she eventually lost interest i may introduce it back to her again and see how she reacts
347,4,this product is amazing i know a few people with little ones that use these and they love them super easy to clean and use when ordering these i was under the impression that there were  per packagefyitheyre not only one per
348,5,i ordered these for my coffee themed wedding when they arrived i had to fight off friends because they smelled and tasted so good i literally had to hide the box to the wedding they were a big hit on my wedding day and there were none left over that we put on the tables it was a great tasting product for the lowest price ive seen
349,5,these are delicious the chocolate is excellent and the espresso bean was the perfect roast for this purpose crunchy and not bittera hrefhttpwwwamazoncomgpproductbaduchocolate covered espresso beans  poundsa
350,5,the product was exactly as advertised and fresh  unfortunately i keep them in a candy dish in the office and they are going fast  we need to reorder to keep up with demand
351,5,these chocolate covered espresso beans are wonderful  the chocolate is very dark and rich and the bean inside is a very delightful blend of flavors with just enough caffine to really give it a zing
352,5,popchips are so good  i have been following weight watchers and lost  pounds and am at my goal  these popchips are my salty crunchy indulgence  they taste so  good
353,5,ive purchased dozens of bags of this pancake mix which is a great product by the way  this is the highest price ive seen  whole foods carries this item and its been on sale there for  thats canadian dollars too as im in canada  its even cheaper on bakers boxs own website and theyre the company selling this product through amazon for a twopack they should be charging  or less  what gives  i thought amazon was where you could find competitive prices
354,5,the sugar was sweet that can not be denied  as advertised it didnt melt when baked either  however it will not do for your liege wafflesgaufres what the larger pebbles of belgian pearl will do  these grains are smaller think pretzel salt or seed pearls
355,5,thats exactly what i was looking for to bake some chouquettes puffs with small sugar pearls on top works great yum
356,5,this is what i was looking for and was missing it the taste is exactly the taste as the one made in india so just loved it and remember my days back in india definitely recommend it
357,5,i bought this strawberry extract hoping to spruce up a strawberry wine that ended up with less flavor than id original expected a common problem in some fruit winesbr br this is indeed good strawberry flavor  just add to your sugary concoction be it a baking good a dessert or a drink to either give strawberry flavor or add to existing flavor and presto just about everyone will be licking their lips and maybe fingersbr br for those interested i found the right addition to a liquid volume to be  oz of extract per  gallon of liquid
358,4,great stuff and dependable especially when there are a million brands out there to choose from  i love the stuff  for really high end desires i go with the apollo olive oils from california  but i buy a whole lot more of this stuff and will buy it again and again
359,4,i hadnt tried or heard of till recently weavers not its my favorite i am running through the list of types they have looking for a favorite and havent found one yet theyre all so darned smooth no bite no after taste a little pricy but still worth it no worse price wise than starbucks or peets will keep running through the list here and see what happens love them all so far
360,5,having always been a strict peets coffee lover i was reticent to switch brands but weavers won my heart the taste is clean and strong the ethos is correct organic baby and even the packaging is very zen and appropriate be still my caffeinated heart
361,5,go ahead and drink the other brands served at your neighborhood cafe if you must but make sure you have a stash of weavers peru organic whole bean at home to serve up to your friends and family who deserve the best coffee  and when you go back to that corner cafe where people drink average coffee because they dont know better take along a travel mug filled with weavers coffee from home and enjoy a real cup of joe  er weavers
362,1,a very bitter tasting coffee even when enhanced with cream andor honey definately not my cup of coffee oh did i say it was bitter
363,5,im learning that latin american and south american coffees have this distinct coffee caramelish finish  as a peets coffee fanatics we learned that weavers roaster was the roaster for peets and we are hooked   i already reviewd the french and organic blend but i must say this coffee here is a perfect afternoon drinkbr met the weavers team at the warner brothers party and they gave me a half a pound of french roast  since them we are fansbr you wont be dissapointed 
364,5,i like eating these whenever i need an energy boostbr it has everything that i am searching for in a to go snackbr fiber plus chocolate is never a bad thing
365,5,these are my favorite bars ever the combo of raisons and dark choc is wonderful very filling these are hard to find in the stores im thankful for subsrcibe and save
366,5,my fiance loves these dark chocolate and nut granola bars and all the grocery stores around us dont carry them anymore  once again amazon came through and he couldnt be happier
367,5,i was buying quaker oats granola bars but these nature valley chewy bars are better tasting they make a great snack when im on the go chocolate peanuts and raisinsit doesnt get any better
